title, release, cast1, cast2, cast3, cast4, cast5, crew1, crew2, crew3, crew4, crew5, genra, NotListed, Crime, Romance, Animation, Music, Comedy, TVMovie, Horror, War, Adventure, Thriller, Western, Mystery, Kids, ScienceFiction, Foreign, Drama, Action, Documentary, History, Family, Fantasy,,
Frank Zappa - Live in Paris 1980, 2008-06-12, Frank Zappa, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kill, 2011-09-13, Pete Soltesz, Ryan Barrett, Jennifer de Lucia, Casey Dutfield, Thomas Gofton, Chad Archibald, Gabriel Carrer, Chad Archibald, Gabriel Carrer, , Comedy-Horror-Thriller,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Poisonous Women, 1993-11-12, Spiros Papadopoulos, Ilias Logothetis, Nadia Mourouzi, Athina Tsilyra, Valeria Christodoulidou, Nikos Zervos, Anna Hatzisofia, Haris Romas, Nikos Zervos, , Drama-Family-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
The Rape of Richard Beck, 1985-05-27, Richard Crenna, Meredith Baxter, Pat Hingle, Frances Lee McCain, Cotter Smith, Karen Arthur, James G. Hirsch, , , , Crime-Drama-TVMovie,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Thompsons, 2012-08-21, Mackenzie Firgens, Cory Knauf, Ryan Hartwig, Samuel Child, Sean Browne, The Butcher Brothers, Cory Knauf, The Butcher Brothers, , , Horror-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Empty Eyes, 2001-05-26, Fabrizio Gifuni, Gianni Cavina, Valerio Mastandrea, , , Andrea Porporati, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Monk And The Monkey, 2010-07-01, , , , , , Brendan Carroll, Brendan Carroll, Shant Ergenian, Francesco Giroldini, Francesco Giroldini, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
After-Life, 2010-01-01, Annie Boon, Matthew Dearing, Christopher Garcia, Machelle Glassburn, , Mateo Trujillo-Hobbs, Eric Alan Luse, Mateo Trujillo-Hobbs, , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Lucky Stiff, 1988-11-01, Donna Dixon, Joe Alaskey, Jeff Kober, , , Pat Proft, Anthony Perkins, , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hollywood Vice Squad, 1986-02-28, Ronny Cox, Frank Gorshin, Leon Isaac Kennedy, Trish Van Devere, Carrie Fisher, Penelope Spheeris, Keith Levene, James J. Docherty, , , Action-Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
The Great Gabbo, 1929-09-12, Erich von Stroheim, Betty Compson, Donald Douglas, Marjorie Kane, , James Cruze, Erich von Stroheim, Ben Hecht, James Cruze, Ira H. Morgan, Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Bosko's Woodland Daze, 1932-12-17, , , , , , Hugh Harman, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
My Friend Pinto, 2011-10-14, Prateik Babbar, Kalki Koechlin, Arjun Mathur, Shruti Seth, , Raaghav Dar, Arun Sukumar, Raaghav Dar, , , Comedy-Foreign,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
The Flesh Merchant, 1956-05-18, Joy Reynolds, Geri Moffatt, Marko Perri, Norman Wright, Lisa Rack, W. Merle Connell, Jay M. Kude, Peter Perry Jr., , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
No Holds Barred, 1952-11-23, Leo Gorcey, Huntz Hall, Marjorie Reynolds, Bernard Gorcey, Leonard Penn, Tim Ryan, William Beaudine, Jack Crutcher, Bert Lawrence, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Charlie & me, 2008-01-05, Tom Bosley, , , , , , , , , , Drama-Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
The Red Beret, 1953-08-11, Alan Ladd, Leo Genn, Susan Stephen, Harry Andrews, Donald Houston, Terence Young, Albert R. Broccoli, Irving Allen, John Wilcox, , Drama-War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Starstruck, 2011-07-28, Julia Ann, Angelina Valentine, Jessie Andrews, Gracie Glam, , Raul Cristian, , , , , Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Taylor Swift: Just for You, 2012-02-01, Taylor Swift, , , , , Maureen Goldthrope, Brian Aabech, , , , Documentary-Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Guerrilla, 2011-04-14, Joya Ahsan, Ferdous, Shampa Reza, Ahmed Rubel, A.T.M. Shamsuzzaman, Nasiruddin Yousuff, Syed Shamsul Haque, , , , Drama-War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Genius, 1991-06-06, Aleksandr Abdulov, Larisa Belogurova, Innokentiy Smoktunovskiy, Yuriy Kuznetsov, Anatoliy Kuznetsov, Viktor Sergeyev, Igor Ageev, , , , Comedy-Crime-Drama,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Japanese Devils, 2001-12-01, Yoshio Tsuchiya, Hakudo Nagatomi, Yoshio Shinozuka, , , Minoru Matsui, Minoru Matsui, , , , Documentary-War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The Gig 3, 2009-05-14, Peerawat Herabat, Wasit Pongsopha, , , , Theeratorn Siriphunvaraporn, , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Billy Club, 2013-10-01, Marshall Caswell, Erin Hammond, Nick Sommer, Max Williamson, Mathew Dunlop, Drew Rosas, Nick Sommer, , , , Comedy-Horror,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Invisible Menace, 1938-01-22, Boris Karloff, Marie Wilson, Eddie Craven, Regis Toomey, Henry Kolker, John Farrow, Crane Wilbur, Bernhard Kaun, Harold McLernon, Stanley Fleischer, Mystery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
The Desperate Trail, 1995-07-09, Sam Elliott, Craig Sheffer, Linda Fiorentino, Frank Whaley, John Furlong, P.J. Pesce, Tom Abrams, , , , Action-Crime-Drama-Western,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,
UFC Live: Kongo vs Barry, 2011-06-26, Cheick Kongo, Pat Barry, Rick Story, Charlie Brenneman, Matt Mitrione, , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Electric Light Orchestra - Zoom Tour Live, 2001-11-13, Jeff Lynne, Richard Tandy, Rosie Vela, Marc Mann, Gregg Bissonette, Craig Fruin, , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
And Now Tomorrow, 1944-11-22, Alan Ladd, Loretta Young, Susan Hayward, Barry Sullivan, Beulah Bondi, Irving Pichel, Frank Partos, Raymond Chandler, Victor Young, Daniel L. Fapp, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mes plus beaux contes - le vilain petit canard, 2003-07-08, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Luke's Movie Muddle, 1916-12-03, Harold Lloyd, Bebe Daniels, 'Snub' Pollard, , , Hal Roach, Hal Roach, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
We Know Where You Live. Live!, 2001-06-16, Eddie Izzard, , , , , , , , , , Comedy-Foreign,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Method to the Madness of Jerry Lewis, 2011-12-17, Michael Andrew, Alec Baldwin, Richard Belzer, Carol Burnett, Chevy Chase, Gregg Barson, Julie Ashton, Gregg Barson, Jerry Lewis, Peter Good, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Fantasma, 2006-03-23, Argentino Vargas, Misael Saavedra, , , , Lisandro Alonso, Lisandro Alonso, , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Los Sures, 1984-09-29, , , , , , Diego Echeverria, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Mammals of Victoria, 1994-01-01, , , , , , Stan Brakhage, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Prometheus Triumphant: A Fugue in the Key of Flesh, 2009-01-01, Josh Ebel, Kelly I. Lynn, Shawn Morgan, T. Ripy, Kaitlyn Shoeb, Jim Towns, Jim Towns, Mike McKown, , , Horror-ScienceFiction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
The History of Final Fantasy, 2008-08-08, , , , , , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Glass Trap, 2005-08-02, C. Thomas Howell, Stella Stevens, Brent Huff, Andrew Prine, Siri Baruc, Fred Olen Ray, , , , , Horror-ScienceFiction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Nieuwe gronden, 1933-12-14, , , , , , Joris Ivens, Joris Ivens, Hanns Eisler, Helen van Dongen, John Fernhout, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Orgazmo, 1997-09-06, Trey Parker, Dian Bachar, Matt Stone, Ron Jeremy, Michael Dean Jacobs, Trey Parker, Trey Parker, Kenny Gioseffi, Paul Robb, Trey Parker, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Filmarilyn, 1992-01-01, , , , , , Paolo Gioli, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Return to Two Moon Junction, 1995-02-09, Melinda Clarke, John Clayton, Louise Fletcher, Wendy Davis, Yorgo Constantine, Farhad Mann, Zalman King, , , , Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Sogni mostruosamente proibiti, 1982-10-29, Paolo Villaggio, Janet Agren, Alessandro Haber, , , Neri Parenti, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Yulenka, 2009-02-19, Marat Basharov, Darya Balabanova, Aleksandr Strizhenov, Irina Kupchenko, , Aleksandr Strizhenov, Andrey Kureychik, Grigori Podzemelny, Valentin Spiridonov, , Drama-Horror-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
For Single Swingers Only, 1968-01-01, Sharon Sanford, Heide Andersen, Leslie Dee, Michael Roth, , Donald A. Davis, Jason Hunter, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Man with the Transplanted Brain, 1972-03-29, , , , , , Jacques Doniol-Valcroze, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Who by Water, 2007-01-01, , , , , , Bill Morrison, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hard Wood, 2010-09-30, Brenden Cage, Dominic Valentine, Ethan Hudson, Gabriel Lenfant, John Sebastian, John Rutherford, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vice Academy, 1989-06-08, Linnea Quigley, Ginger Lynn Allen, Karen Russell, Ken Abraham, Jayne Hamil, Rick Sloane, Rick Sloane, Rick Sloane, Rick Sloane, , Action-Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
The Doctor's Dilemma, 1958-12-17, Dirk Bogarde, Leslie Caron, Alastair Sim, Alec McCowen, Robert Morley, Anthony Asquith, George Bernard Shaw, Anatole de Grunwald, Anatole de Grunwald, Joseph Kosma, Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Love's Enduring Promise, 2004-11-20, January Jones, Logan Bartholomew, Dale Midkiff, Katherine Heigl, , Michael Landon,  Jr., , , , Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Bad City Blues, 1999-02-16, Michael Massee, Michael McGrady, Judith Hoag, Jim Metzler, Simon Billig, Michael Stevens, Michael Stevens, Tom Scott, Michael Stevens, Tim Willocks, Crime-Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Return of the Family Man, 1989-01-01, Ron Smerczak, Liam Cundill, Terence Reis, Michelle Constant, , John Murlowski, , , , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pour l'amour de Dieu, 2011-09-02, , , , , , , , , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Children's Hour, 1969-01-01, Armando Coria, Carlos Nieto, Bebi Pecannis, Carlos Savage, , Arturo Ripstein, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Paralamas do Sucesso Ao Vivo Multishow, 2011-01-04, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Queen of the Lot, 2013-11-20, Tanna Frederick, Noah Wyle, Christopher Rydell, Kathryn Grant, David Proval, Henry Jaglom, Henry Jaglom, Ron Vignone, , , Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Superbad, 2007-08-17, Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Greg Mottola, Chris L. Spellman, Gerald Sullivan, Judd Apatow, Evan Goldberg, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Rainbow: Total Rock Review, 2012-01-01, , , , , , , , , , , Documentary-Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Chain Gang, 1984-06-01, Earl Owensby, , , , , Worth Keeter, , , , , Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Rage, 2009-09-24, Simon Abkarian, Patrick J. Adams, Riz Ahmed, Bob Balaban, Adriana Barraza, Andrew Fierberg, Jenny Schweitzer, Bob Hiestand, Michael Manzi, Christopher Sheppard, Drama-Foreign-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,
Aunt Alejandra, 1979-08-09, Isabela Corona, , , , , Arturo Ripstein, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Saharet Performs the Bolero, 1905-01-01, , , , , , Alice Guy, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Freedom Call: Gates Of Metal, 2003-05-02, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
A Little Bit Zombie, 2012-02-03, Stephen McHattie, Kristopher Turner, Crystal Lowe, Shawn Roberts, Emilie Ullerup, Casey Walker, Trevor Martin, Christopher Bond, John Griffith, Lise Lalonde, Comedy-Horror-ScienceFiction,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
I Was a Teenage Zabbadoing and the Incredible Lusty Dust-Whip from Outer Space Conquers the Earth Versus the 3 Psychedelic Stooges of Dr. Fun Helsing and Fighting Against Surf-Vampires and Sex-Nazis and Have Troubles with This Endless Titillation Title, 1988-01-01, Ruby Tuesday, Ronald Iraschek, Jasmin Bevilaqua, Carl Andersen, Harald Dolezal, Carl Andersen, Carl Andersen, Modell D'oo, , , Comedy-Horror,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Interstate, 2007-04-26, Shiloh Fernandez, , , , , , , , , , Action-Adventure-Thriller,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,
Waterworld, 1995-07-28, Kevin Costner, Chaim Girafi, Rick Aviles, R. D. Call, Zitto Kazann, Kevin Reynolds, Kevin Costner, Peter Rader, David Twohy, Kevin Costner, Action-Adventure-ScienceFiction-Thriller,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,,
Little Aurore's Tragedy, 1952-12-05, Yvonne Laflamme, Lucie Mitchell, Paul Desmarteaux, Janette Bertrand, Jean Lajeunesse, Jean-Yves Bigras, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Mechanic Gavrilov's Beloved Woman, 1982-03-08, Lyudmila Gurchenko, Sergey Shakurov, Anatoli Vasilyev, Mikhail Svetin, Evgeniy Evstigneev, Pyotr Todorovskiy, Sergey Bodrov, , , , Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Demon Lover, 1977-10-01, Christmas Robbins, Val Mayerik, Gunnar Hansen, Tom Hutton, David J. Howard, Donald G. Jackson, Jerry Younkins, Jerry Younkins, , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
A Taste of Cold Steel, 1970-09-16, Chang Yi, Yau Ching, Essie Lin Chia, Shu Pei-Pei, Chen Hung-Lieh, Griffin Yueh Feng, Wong Baak-Yat, Chiang Hsing-Lung, Run Run Shaw, Hsueh-Li Pao, Action-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
Bruce Lee: In Pursuit of the Dragon, 2011-01-01, , , , , , John Little, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dr. Horrible's Sing-Along Blog, 2008-07-15, Neil Patrick Harris, Nathan Fillion, Felicia Day, Simon Helberg, Nick Towne, Joss Whedon, Joss Whedon, Jed Whedon, Joss Whedon, , Action-Adventure-Comedy-Music-ScienceFiction,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,
Ein Sommer in Long Island, 2009-01-10, Petra Schmidt-Schaller, Max von Thun, Marc Hosemann, Horst Sachtleben, , Sibylle Tafel, Jane Ainscough, , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
What !s, 2012-01-01, Kurt Caselli, Kyle Redmond, Quinn Cody, Ivan Ramirez, Kendall Norman, Wiley Watson, Wiley Watson, Wiley Watson, Tyler Wales, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wolf Larsen, 1958-10-26, Barry Sullivan, Peter Graves, Gita Hall, Thayer David, Jack Grinnage, Harmon Jones, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Naked Lunch, 1991-12-27, Peter Weller, Judy Davis, Ian Holm, Julian Sands, Roy Scheider, David Cronenberg, William S. Burroughs, Jeremy Thomas, Peter Suschitzky, Howard Shore, Drama-Fantasy-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,
Neverwas, 2005-09-09, Ian McKellen, Aaron Eckhart, Brittany Murphy, Nick Nolte, Jessica Lange, Joshua Michael Stern, Joshua Michael Stern, , , , Drama-Fantasy-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,
Condo, 2008-01-01, Coco Martin, Arnold Reyes, Perla Bautista, Diana Malahay, Chx Alcala, Martin Cabrera, , , , , Drama-Mystery-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,
Bryan Callen: Man Class, 2012-04-11, Bryan Callen, , , , , , , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Big Girls Don't Cry... They Get Even, 1992-05-08, Griffin Dunne, Dan Futterman, Patricia Kalember, Jenny Lewis, Ben Savage, Joan Micklin Silver, Frank Mugavero, Mark Goddard, Melissa Goddard, Frank Mugavero, Comedy-Drama-Family,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
Klaas van der Eerden: Schaap, 2007-01-01, Klaas van der Eerden, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Undisputed, 2002-08-23, Wesley Snipes, Ving Rhames, Peter Falk, Michael Rooker, Jon Seda, Walter Hill, David Giler, , , , Action-Adventure-Drama-Thriller,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,,
Mondo Cane: Live In Paradiso, 2008-06-12, Mike Patton, Roy Paci, , , , , , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nora's Hair Salon, 2004-05-25, Tatyana Ali, Jean-Claude La Marre, Jenifer Lewis, Tamala Jones, Claudia Jordan, , , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Elijah, 1993-01-01, , , , , , , , , , , Animation-Family,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Caught in the Rain, 1914-05-04, Charles Chaplin, Mack Swain, Alice Davenport, Alice Howell, Helen Carruthers, Charles Chaplin, , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Devil's Moon, 2004-01-01, Philippe Kane, Tiffany Shepis, Trent Haaga, Timothy Muskatell, Erica Doering, David DeFino, Chad Ferrin, Richard Steiner, Timothy Muskatell, David DeFino, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Karaoke Girl, 2013-01-22, Sa Sittijun, Supavitch Mepremwattana, Nang Sittijun, Sampao Sittijun, Buntham Sittijun, Visra Vichit-Vadakan, Visra Vichit-Vadakan, Sandi Sissel, Chananun Chotrungroj, Perry Blackshear, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Dinosaurs on Ice, 2008-01-01, , , , , , Ruth berry, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Lady Magdalene's, 2008-02-02, Nichelle Nichols, Ethan Keogh, Susan Smythe, Claudia Lynx, , J. Neil Schulman, J. Neil Schulman, J. Neil Schulman, , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jehovah's Witnesses Stand Firm Against Nazi Assault, 1996-01-01, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Erasure: Live at the Royal Albert Hall, 2007-09-25, Andy Bell, Vince Clarke, , , , , , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
When Ambrose Dared Walrus, 1915-07-11, Mack Swain, Chester Conklin, , , , Walter Wright, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Born Wild, 1995-09-01, Brooke Shields, Martin Sheen, David Keith, , , Duncan McLachlan, , , , , Drama-Family-Foreign-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,
There Goes the Bride, 1932-10-25, Jessie Matthews, Owen Nares, Carol Goodner, Jerry Verno, Mignon O'Doherty, Albert de Courville, Henry Koster, Wolfgang Wilhelm, W.P. Lipscomb, Michael Balcon, Comedy-Music-Romance,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pisaj, 2004-05-14, Pumwaree Yodkamol, , , , , Chukiat Sakveerakul, , , , , Drama-Foreign-Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
The Jazz Fool, 1929-10-14, , , , , , Walt Disney, Carl W. Stalling, , , , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gallopin' Gaucho, 1928-08-01, Walt Disney, , , , , Ub Iwerks, Walt Disney, Carl W. Stalling, , , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pardners, 1956-08-01, Dean Martin, Jerry Lewis, Lori Nelson, Jeff Morrow, Lon Chaney Jr., Norman Taurog, Sidney Sheldon, Jerry Davis, , , Comedy-Western,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Jelly, 2010-01-23, Sarah Louise Wilson, John Boyd, Natasha Lyonne, Mercedes Le Anza, Rick Overton, Waleed Moursi, , , , , Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mickey's Elephant, 1936-10-10, Walt Disney, Pinto Colvig, , , , David Hand, Hamilton Luske, Walt Disney, Albert Hay Malotte, Johnny Cannon, Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Desire, 1946-05-05, Massimo Girotti, Carlo Ninchi, Elli Parvo, Roswita Schmidt, Lia Corelli, Marcello Pagliero, Roberto Rossellini, , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Boy in Blue, 1986-01-17, Nicolas Cage, Cynthia Dale, Christopher Plummer, David Naughton, Sean Sullivan, Charles Jarrott, Douglas Bowie, John Kemeny, Paulo De Oliveira, , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Far Out Isn't Far Enough: The Tomi Ungerer Story, 2013-06-14, Tomi Ungerer, Maurice Sendak, Jules Feiffer, Barney Rosset, , Brad Bernstein, Brad Bernstein, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Innocent Steps, 2005-04-28, Moon Geun-Young, Chang Yun, Kim Ki-Soo, Kim Ji-Yeong, Lee Dae-yeon, Young-hoon Park, , , , , Comedy-Drama-Foreign-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
How to Live Forever, 2011-05-13, Ray Kurzweil, Aubrey de Grey, Ray Bradbury, Suzanne Somers, Phyllis Diller, Mark Wexler, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Bless This House, 1972-01-01, Sid James, Diana Coupland, Terry Scott, June Whitfield, Peter Butterworth, Gerald Thomas, , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
